Night Game,1989,5.0,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",English,"Roy Scheider, Karen Young, Lane Smith",Peter Masterson
Animal Behavior,1989,3.9,"['Comedy', 'Romance']",English,"Karen Allen, Armand Assante, Josh Mostel","Jenny Bowen, Kjehl Rasmussen"
Far from Home,1989,5.5,"['Crime', 'Drama', 'Mystery', 'Thriller']",English,"Matt Frewer, Drew Barrymore, Richard Masur",Meiert Avis
Urotsukidoji: Legend of the Overfiend,1989,6.3,"['Adult Animation', 'Anime', 'Dark Comedy', 'Animation', 'Fantasy', 'Horror', 'Romance']",Japanese,"Christopher Courage, Rebel Joy, Sonny Weil",Hideki Takayama
Snake Eater,1989,4.5,['Action'],English,"Lorenzo Lamas, Josie Bell, Robert Scott",George Erschbamer
The Meeting Point,1989,8.2,"['Satire', 'Comedy', 'Drama', 'Fantasy']",SerboCroatian,"Rade Markovic, Bogdan Diklic, Dragan Nikolic",Goran Markovic
Eversmile New Jersey,1989,5.4,"['Comedy', 'Drama', 'Romance']",English,"Daniel DayLewis, Mirjana Jokovic, Gabriela Acher",Carlos Sorin
I Want to Go Home,1989,5.4,"['Satire', 'Comedy']","French, English","Laura Benson, Adolph Green, Linda Lavin",Alain Resnais
Batwara,1989,6.3,"['Action', 'Drama']",Hindi,"Dharmendra, Vinod Khanna, Dimple Kapadia",JP Dutta
Life as We Know It,2010,6.5,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']",English,"Katherine Heigl, Josh Duhamel, Josh Lucas",Greg Berlanti
The Last Exorcism,2010,5.7,"['Found Footage Horror', 'Supernatural Horror', 'Horror', 'Mystery', 'Thriller']","English, Latin","Patrick Fabian, Ashley Bell, Iris Bahr",Daniel Stamm
Of Gods and Men,2010,7.2,"['Drama', 'History']","French, Arabic","Lambert Wilson, Michael Lonsdale, Olivier Rabourdin",Xavier Beauvois
Housefull,2010,5.6,"['Comedy', 'Drama']",Hindi,"Akshay Kumar, Deepika Padukone, Riteish Deshmukh",Sajid Khan
Love Crime,2010,6.5,"['Psychological Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']","French, English, Japanese","Ludivine Sagnier, Kristin Scott Thomas, Patrick Mille",Alain Corneau
The Nutcracker: The Untold Story,2010,4.1,"['Action', 'Family', 'Fantasy', 'Musical']",English,"Richard Philipps, Fernanda Dorogi, Kriszta Dorogi",Andrei Konchalovsky
The Big Picture,2010,6.6,"['Drama', 'Thriller']","French, Serbian, English","Romain Duris, Marina Fos, Niels Arestrup",ric Lartigau
Exporting Raymond,2010,6.8,"['Comedy', 'Documentary']","Russian, English","Phil Rosenthal, Peter Boyle, Stanislav Duzhnikov",Phil Rosenthal
The Human Resources Manager,2010,6.6,"['Comedy', 'Drama']","Hebrew, English, Romanian, French","Mark Ivanir, Guri Alfi, Noah Silver",Eran Riklis
Film socialisme,2010,5.7,['Drama'],"French, German, English, Italian, Russian, Spanish, Latin, Arabic, Bambara, Hebrew, Greek","JeanMarc Stehl, Agatha Couture, Mathias Domahidy",JeanLuc Godard
John Q,2002,7.1,"['Medical Drama', 'Crime', 'Drama', 'Thriller']","English, Spanish","Denzel Washington, Robert Duvall, Gabriela Oltean",Nick Cassavetes
Showtime,2002,5.5,"['Buddy Cop', 'Action', 'Comedy', 'Crime']",English,"Robert De Niro, Eddie Murphy, Rene Russo",Tom Dey
Analyze That,2002,5.9,"['Buddy Comedy', 'Comedy', 'Crime']",English,"Robert De Niro, Billy Crystal, Lisa Kudrow",Harold Ramis
Devdas,2002,7.5,"['Drama', 'Musical', 'Romance']",Hindi,"Shah Rukh Khan, Aishwarya Rai Bachchan, Madhuri Dixit",Sanjay Leela Bhansali
Respiro,2002,7.0,['Drama'],"Italian, Sicilian","Valeria Golino, Vincenzo Amato, Francesco Casisa",Emanuele Crialese
The Journey,2002,7.5,['Drama'],English,"Sona Tatoyan, Varduhi Varderesyan, Tigran Nersesyan","Edwin Avaness, Emy Hovanesyan"
Home Room,2002,7.1,"['Crime', 'Drama']",English,"Busy Philipps, Erika Christensen, Victor Garber",Paul F Ryan
Convoy,1978,6.3,"['Dark Comedy', 'Action', 'Drama']","English, Spanish","Kris Kristofferson, Ali MacGraw, Ernest Borgnine",Sam Peckinpah
La Cage aux Folles,1978,7.2,"['Farce', 'Satire', 'Comedy']",French,"Ugo Tognazzi, Michel Serrault, Claire Maurier",douard Molinaro
The Fury,1978,6.3,"['Horror', 'SciFi', 'Thriller']",English,"Kirk Douglas, John Cassavetes, Carrie Snodgress",Brian De Palma
An Enemy of the People,1978,6.9,['Drama'],English,"Steve McQueen, Bibi Andersson, Charles Durning",George Schaefer
The Alpha Incident,1978,3.9,"['Horror', 'SciFi', 'Thriller']",English,"Ralph Meeker, Stafford Morgan, John F Goff",Bill Rebane
Yasei no shômei,1978,6.1,['Crime'],Japanese,"Ken Takakura, Ryko Nakano, Hiroko Yakushimaru",Junya Sat
Madanolsavam,1978,7.3,"['Drama', 'Romance']",Malayalam,"Kamal Haasan, Zarina Wahab, Thikkurissy Sukumaran Nair",N Sankaran Nair
Men Can't Be Raped,1978,6.1,"['Crime', 'Drama']",Swedish,"Anna Godenius, Gsta Bredefeldt, Toni Regner",Jrn Donner
"Yesterday, Today and Tomorrow",1963,7.2,"['Comedy', 'Romance']",Italian,"Sophia Loren, Marcello Mastroianni, Aldo Giuffr",Vittorio De Sica
Enough Rope,1963,6.3,"['Crime', 'Drama', 'Thriller']",French,"Gert Frbe, Marina Vlady, Robert Hossein",Claude AutantLara
Raven's End,1963,7.3,['Drama'],Swedish,"Thommy Berggren, Keve Hjelm, Emy Storm",Bo Widerberg
Jak byc kochana,1963,7.3,['Drama'],"Polish, German, French","Barbara Krafftwna, Zbigniew Cybulski, Artur Mlodnicki",Wojciech Has
30 Years of Fun,1963,6.5,['Comedy'],English,"Charles Chaplin, Buster Keaton, Stan Laurel",Robert Youngson
The Bad Seed,1963,7.7,"['Crime', 'Drama', 'Thriller']",Turkish,"Alev Oraloglu, Lale Oraloglu, ztrk Serengil",Nevzat Pesen
Martha,1967,7.1,"['Comedy', 'Drama', 'Family', 'Romance']",Danish,"Poul Reichhardt, Poul Bundgaard, Morten Grunwald",Erik Balling
The Plank,1967,6.7,['Comedy'],English,"Tommy Cooper, Eric Sykes, Jimmy Edwards",Eric Sykes
Festival,1967,7.5,"['Documentary', 'Music']",English,"Joan Baez, Horton Barker, Fiddler Beers",Murray Lerner
Grand Slam,1967,6.8,"['Caper', 'Heist', 'Crime', 'Drama']","English, Portuguese, French, German","Janet Leigh, Robert Hoffmann, Klaus Kinski",Giuliano Montaldo
Smashing Time,1967,5.9,"['Satire', 'Comedy', 'Musical']",English,"Rita Tushingham, Lynn Redgrave, Michael York",Desmond Davis
Si quiero,1967,5.5,"['Comedy', 'Drama', 'Romance']",Spanish,"Rodolfo de Anda, Julissa, Fanny Cano","Ral de Anda, Amrico Fernndez"
"C'mon, Let's Live a Little",1967,5.3,"['Comedy', 'Musical']",English,"Bobby Vee, Jackie DeShannon, Eddie Hodges",David Butler
He and She,1967,5.0,"['Drama', 'Horror', 'Thriller']",Greek,"Jenny Karezi, Faidon Georgitsis, Takis Emmanuel",Errikos Andreou
The King's Pirate,1967,5.5,"['Swashbuckler', 'Adventure']",English,"Doug McClure, Jill St John, Guy Stockwell",Don Weis
No Way Out,1987,7.1,"['Political Thriller', 'Spy', 'Steamy Romance', 'Action', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']","English, Russian","Kevin Costner, Gene Hackman, Sean Young",Roger Donaldson
Penitentiary III,1987,4.4,"['Action', 'Crime', 'Drama', 'Sport']",English,"Leon Isaac Kennedy, Anthony Geary, Steve Antin",Jamaa Fanaka
The Caller,1987,6.1,"['Suspense Mystery', 'Mystery', 'SciFi', 'Thriller']",English,"Malcolm McDowell, Madolyn Smith Osborne",Arthur Allan Seidelman
Doraemon: Nobita and the Knights on Dinosaurs,1987,6.7,"['Anime', 'Adventure', 'Animation', 'Family', 'Fantasy', 'SciFi']",Japanese,"Nobuyo yama, Noriko Ohara, Michiko Nomura",Tsutomu Shibayama
Sweets from a Stranger,1987,5.2,"['Drama', 'Horror', 'Mystery', 'Thriller']",Italian,"Barbara De Rossi, Marina Suma, Athina Cenci",Franco Ferrini
Blindside,1987,4.7,['Thriller'],English,"Harvey Keitel, Lori Hallier, Lolita Davidovich",Paul Lynch
Forget Paris,1995,6.5,"['Romantic Comedy', 'Comedy', 'Romance']","English, French","Billy Crystal, Debra Winger, Joe Mantegna",Billy Crystal
Home for the Holidays,1995,6.6,"['Comedy', 'Drama', 'Romance']",English,"Holly Hunter, Anne Bancroft, Robert Downey Jr",Jodie Foster
Othello,1995,6.8,"['Tragedy', 'Drama', 'Romance']",English,"Laurence Fishburne, Kenneth Branagh, Irne Jacob",Oliver Parker
Flamenco,1995,7.4,"['Documentary', 'Music']",Spanish,"La Paquera de Jerez, Merche Esmeralda, Manolo Sanlcar",Carlos Saura
Feast of July,1995,6.2,"['Crime', 'Drama', 'Mystery', 'Romance']",English,"Embeth Davidtz, Tom Bell, Gemma Jones",Christopher Menaul
Flirt,1995,6.3,"['Drama', 'Romance']","English, Japanese, German","Paul Austin, Robert John Burke, Martin Donovan",Hal Hartley
The Stars Fell on Henrietta,1995,6.4,['Drama'],English,"Robert Duvall, Aidan Quinn, Frances Fisher",James Keach
For Better or Worse,1995,4.8,"['Action', 'Comedy', 'Drama']",English,"Jason Alexander, Lolita Davidovich, James Woods",Jason Alexander
Best of the Best 3: No Turning Back,1995,4.9,"['Martial Arts', 'Action', 'Crime', 'Drama', 'Thriller']",English,"Phillip Rhee, Christopher McDonald, Gina Gershon",Phillip Rhee
Jules and Jim,1962,7.7,"['Period Drama', 'Psychological Drama', 'Tragic Romance', 'Drama', 'Romance']","French, German, English","Jeanne Moreau, Oskar Werner, Henri Serre",Franois Truffaut
State Fair,1962,5.9,"['Musical', 'Romance']","English, Italian, Spanish, French","Pat Boone, Bobby Darin, Pamela Tiffin",Jos Ferrer
David and Lisa,1962,7.2,['Drama'],English,"Keir Dullea, Janet Margolin, Howard Da Silva",Frank Perry
Diary of a Mad Old Man,1962,7.0,"['Comedy', 'Drama']",Japanese,"S Yamamura, Ayako Wakao, Keiz Kawasaki",Keigo Kimura
Family Diary,1962,7.2,['Drama'],"Italian, English","Marcello Mastroianni, Jacques Perrin, Sylvie",Valerio Zurlini
Terrified,1962,4.4,"['Slasher Horror', 'Horror']",English,"Rod Lauren, Steve Drexel, Tracy Olsen",Lew Landers
Medaljon sa tri srca,1962,7.8,"['Drama', 'Romance']",SerboCroatian,"Severin Bijelic, Stanislava Pesic, Branka Mitic",Vladan Slijepcevic
Dreaming of Joseph Lees,1999,6.3,"['Drama', 'Romance']",English,"Rupert Graves, Samantha Morton, Nicholas Woodeson",Eric Styles
Pups,1999,6.1,"['Dark Comedy', 'Action', 'Crime', 'Drama', 'Thriller']",English,"Mischa Barton, Cameron Van Hoy, Burt Reynolds",Ash BaronCohen
In Bed with Santa,1999,6.9,"['Holiday Comedy', 'Comedy', 'Holiday']","Swedish, English","Katarina Ewerlf, Peter Haber, Jessica Zandn",Kjell Sundvall
The Key to Sex,1999,4.9,"['Steamy Romance', 'Comedy', 'Drama', 'Romance']",English,"Maria Ford, Scott Carson, Jeannie Millar",John Quinn
Marathon Man,1976,7.4,"['Crime', 'Drama', 'Thriller']","English, French, German, Spanish, Yiddish","Dustin Hoffman, Laurence Olivier, Roy Scheider",John Schlesinger
Trackdown,1976,6.1,"['Action', 'Drama']",English,"James Mitchum, Karen Lamm, Anne Archer",Richard T Heffron
Laila Majnu,1976,6.6,"['Drama', 'Musical', 'Romance']",Urdu,"Rishi Kapoor, Ranjeeta Kaur, Danny Denzongpa","Harnam Singh Rawail, Khan Rehan"
The Children of Violent Rome,1976,5.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Italian,"Gino Milli, Cristina Businari, Emilio Locurcio",Renato Savino
Coup de Grâce,1976,6.9,"['Tragedy', 'Drama', 'War']","German, French","Margarethe von Trotta, Matthias Habich, Rdiger Kirschstein",Volker Schlndorff
Marie-poupée,1976,6.3,['Drama'],French,"Jeanne Goupil, Andr Dussollier, Andra Ferrol",Jol Sria
A Small Town in Texas,1976,5.6,"['Action', 'Adventure', 'Crime', 'Drama', 'Romance', 'Western']","English, Spanish","Timothy Bottoms, Susan George, Bo Hopkins",Jack Starrett
Scandalo in famiglia,1976,5.9,['Comedy'],Italian,"Gloria Guida, Gianluigi Chirizzi, Lucretia Love",Marcello Andrei
The Naked Doorwoman,1976,4.5,['Comedy'],"Italian, English","Irene Miracle, Erika Blanc, Francesca Romana Coluzzi",Luigi Cozzi
Joshua,1976,4.6,"['Drama', 'Western']",English,"Fred Williamson, Cal Bartlett, Brenda Venus",Larry G Spangler
Haunts,1976,4.6,['Horror'],English,"May Britt, Cameron Mitchell, Aldo Ray",Herb Freed
The Wedding Singer,1998,6.9,"['FeelGood Romance', 'Romantic Comedy', 'Comedy', 'Music', 'Romance']","English, Hebrew","Adam Sandler, Drew Barrymore, Christine Taylor",Frank Coraci
Small Soldiers,1998,6.3,"['Dark Comedy', 'HighConcept Comedy', 'Urban Adventure', 'Action', 'Adventure', 'Comedy', 'Family', 'SciFi']",English,"Kirsten Dunst, Gregory Smith, David Cross",Joe Dante
Central Station,1998,8.0,"['Road Trip', 'Tragedy', 'Drama']",Portuguese,"Fernanda Montenegro, Vincius de Oliveira, Marlia Pra",Walter Salles
Dancing at Lughnasa,1998,6.3,"['Period Drama', 'Drama', 'Romance']",English,"Meryl Streep, Michael Gambon, Gerard McSorley",Pat OConnor
The Theory of Flight,1998,6.5,"['Comedy', 'Drama', 'Romance']",English,"Helena Bonham Carter, Kenneth Branagh, Gemma Jones",Paul Greengrass
Boredom,1998,6.0,"['Drama', 'Romance']",French,"Charles Berling, Sophie Guillemin, Arielle Dombasle",Cdric Kahn
Free Money,1998,5.0,"['Dark Comedy', 'Comedy', 'Crime']",English,"Marlon Brando, Donald Sutherland, Charlie Sheen",Yves Simoneau
Owd Bob,1998,6.3,"['Drama', 'Family']","English, German","James Cromwell, Colm Meaney, Jemima Rooper",Rodney Gibbons
Platoon,1986,8.1,"['Drama', 'War']","English, Vietnamese","Charlie Sheen, Tom Berenger, Willem Dafoe",Oliver Stone
The Golden Child,1986,6.0,"['Urban Adventure', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Mystery']",English,"Eddie Murphy, JL Reate, Charles Dance",Michael Ritchie
Poltergeist II: The Other Side,1986,5.7,"['Body Horror', 'Supernatural Horror', 'Horror']",English,"JoBeth Williams, Craig T Nelson, Heather ORourke",Brian Gibson
Wildcats,1986,6.1,"['Comedy', 'Sport']",English,"Goldie Hawn, Swoosie Kurtz, Robyn Lively",Michael Ritchie
Lucas,1986,6.9,"['ComingofAge', 'Teen Comedy', 'Teen Drama', 'Teen Romance', 'Comedy', 'Drama', 'Romance']",English,"Corey Haim, Kerri Green, Charlie Sheen",David Seltzer
Highlander,1986,7.0,"['Dark Fantasy', 'Fantasy Epic', 'OnePerson Army Action', 'Supernatural Fantasy', 'Swashbuckler', 'Action', 'Adventure', 'Fantasy']",English,"Christopher Lambert, Sean Connery, Clancy Brown",Russell Mulcahy
Dangerously Close,1986,5.5,"['Action', 'Crime', 'Thriller']",English,"John Stockwell, J Eddie Peck, Carey Lowell",Albert Pyun
Windrider,1986,5.1,"['Comedy', 'Drama', 'Romance']",English,"Tom Burlinson, Nicole Kidman, Jill Perryman",Vincent Monton
Momo,1986,6.5,"['Comedy', 'Family', 'Fantasy', 'Mystery', 'SciFi']",English,"Radost Bokel, Mario Adorf, Armin MuellerStahl",Johannes Schaaf
Big Trouble,1986,5.2,"['Parody', 'Comedy']",English,"Peter Falk, Alan Arkin, Beverly DAngelo","John Cassavetes, Andrew Bergman"
Bad Girls Dormitory,1986,3.9,"['Action', 'Drama', 'Horror']",English,"Carey Zuris, Teresa Farley, Natalie Savage",Tim Kincaid
Dogs in Space,1986,6.4,['Drama'],English,"Michael Hutchence, Saskia Post, Nique Needles",Richard Lowenstein
Odd Jobs,1986,4.5,['Comedy'],English,"Paul Reiser, Robert Townsend, Scott McGinnis",Mark Story
Uphill All the Way,1986,4.2,"['Comedy', 'Crime']",English,"Roy Clark, Mel Tillis, Burl Ives",Frank Q Dobbs
Fast & Furious 6,2013,7.0,"['Action Epic', 'Car Action', 'Action', 'Thriller']","English, Spanish, Russian, Japanese, Cantonese, Dutch, Danish, Ukrainian","Vin Diesel, Paul Walker, Dwayne Johnson",Justin Lin
Oldboy,2013,5.8,"['Action', 'Drama', 'Mystery', 'Thriller']",English,"Josh Brolin, Elizabeth Olsen, Samuel L Jackson",Spike Lee
The Inevitable Defeat of Mister & Pete,2013,7.5,['Drama'],English,"Skylan Brooks, Ethan Dizon, Jordin Sparks",George Tillman Jr
Afternoon of a Faun: Tanaquil Le Clercq,2013,7.2,"['Biography', 'Documentary', 'Drama', 'Music']",English,"Tanaquil Le Clerq, Jacques dAmboise, Barbara Horgan",Nancy Buirski
Reaching for the Moon,2013,7.0,"['Biography', 'Drama', 'History', 'Romance']","English, Portuguese","Glria Pires, Miranda Otto, Tracy Middendorf",Bruno Barreto
A Wedding Invitation,2013,6.0,"['Drama', 'Romance']",Mandarin,"Baihe Bai, Eddie Peng, Pace Wu",Kihwan Oh
The Amazing Catfish,2013,7.0,"['Comedy', 'Drama']",Spanish,"Lisa Owen, Ximena Ayala, Sonia Franco",Claudia SainteLuce
"Norte, the End of History",2013,7.5,"['Crime', 'Drama']","Filipino, Tagalog, English","Sid Lucero, Angeli Bayani, Archie Alemania",Lav Diaz
Stray Dogs,2013,6.9,['Drama'],Mandarin,"Kangsheng Lee, KueiMei Yang, Yiching Lu",Tsai Mingliang
Book Club: The Next Chapter,2023,5.6,"['Romantic Comedy', 'Comedy', 'Romance']","English, Italian","Diane Keaton, Jane Fonda, Candice Bergen",Bill Holderman
Origin,2023,7.2,"['Drama', 'History']",English,"Aunjanue EllisTaylor, Jon Bernthal, Niecy Nash",Ava DuVernay
City of Dreams,2023,6.9,"['Drama', 'Thriller']","English, Spanish","Jason Patric, Paulina Gaitan, Adriana Paz",Mohit Ramchandani
Jungle Bunch: Operation Meltdown,2023,5.6,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",French,"Philippe Bozo, Laurent Morteau, Pascal Casanova","Laurent Bru, Yannick Moulin, Benot Somville"
Go West,2023,6.1,"['Comedy', 'Western']",English,"Sean Astin, Natalie Madsen, Whitney Call","Stephen Meek, Jeremy Warner"
Remembering Gene Wilder,2023,7.8,"['Biography', 'Documentary']",English,"Gene Wilder, Mel Brooks, Rochelle Pierce",Ron Frank
Divinity,2023,5.3,"['Dystopian SciFi', 'SciFi', 'Thriller']",English,"Bella Thorne, Caylee Cowan, Moises Arias",Eddie Alcazar
Caligula: The Ultimate Cut,2023,6.4,"['Costume Drama', 'Epic', 'Historical Epic', 'Period Drama', 'Drama', 'History', 'Mystery']",English,"Malcolm McDowell, Helen Mirren, Teresa Ann Savoy",Tinto Brass
"Nosotros, los De la Fe",2023,8.4,['Comedy'],Spanish,"Pablo Alarson, Arturo Allen, Montserrat Altamirano",Julio Roman
Best. Christmas. Ever!,2023,4.4,"['Holiday Comedy', 'Comedy', 'Holiday', 'Romance']","Spanish, English","Heather Graham, Brandy Norwood, Jason Biggs",Mary Lambert
Up,2009,8.3,"['ComingofAge', 'Computer Animation', 'Globetrotting Adventure', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",English,"Edward Asner, Jordan Nagai, John Ratzenberger","Pete Docter, Bob Peterson"
A Christmas Carol,2009,6.8,"['Computer Animation', 'Dark Fantasy', 'Holiday Animation', 'Holiday Family', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",English,"Jim Carrey, Gary Oldman, Colin Firth",Robert Zemeckis
The Final Destination,2009,5.1,"['Splatter Horror', 'Horror', 'Thriller']",English,"Nick Zano, Krista Allen, Andrew Fiscella",David R Ellis
Post Grad,2009,5.3,"['Comedy', 'Family', 'Romance']",English,"Alexis Bledel, Michael Keaton, Carol Burnett",Vicky Jenson
CC2C,2009,4.3,"['Martial Arts', 'OnePerson Army Action', 'Action', 'Comedy', 'Drama', 'Fantasy']","Hindi, Cantonese, English","Akshay Kumar, Deepika Padukone, ChiaHui Liu",Nikkhil Advani
Kurbaan,2009,5.7,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']","Hindi, Urdu, English","Lewis Tan, Kareena Kapoor, Saif Ali Khan",Renzil DSilva
Carriers,2009,6.0,"['Adventure', 'Drama', 'Horror', 'SciFi', 'Thriller']",English,"Chris Pine, Piper Perabo, Lou Taylor Pucci","David Pastor, lex Pastor"
We Live in Public,2009,7.1,['Documentary'],English,"Josh Harris, Tom Harris, Carlos Alvarez",Ondi Timoner
If I Die Tonight,2009,6.9,['Documentary'],English,"Greg Baglia, Sean Bell, Ruben Coulanges",Seyi River
Nobody,2009,5.2,['Comedy'],English,"Sam Rosen, Mark Margolis, Helena Mattsson",Rob Perez
Don McKay,2009,5.8,"['Drama', 'Mystery', 'Thriller']",English,"Thomas Haden Church, Elisabeth Shue, Melissa Leo",Jake Goldberger
Ghost Story,1981,6.3,"['Drama', 'Horror', 'Thriller']",English,"Craig Wasson, Alice Krige, Fred Astaire",John Irvin
The Postman Always Rings Twice,1981,6.6,"['Erotic Thriller', 'Steamy Romance', 'Tragic Romance', 'Crime', 'Drama', 'Romance', 'Thriller']","English, Greek","Jack Nicholson, Jessica Lange, John Colicos",Bob Rafelson
Night School,1981,5.6,"['Slasher Horror', 'Teen Horror', 'Horror', 'Mystery', 'Thriller']",English,"Leonard Mann, Rachel Ward, Drew Snyder",Ken Hughes
Roar,1981,6.1,"['Adventure', 'Comedy', 'Thriller']",English,"Tippi Hedren, Noel Marshall, Melanie Griffith",Noel Marshall
The Woman Next Door,1981,7.2,"['Tragic Romance', 'Drama', 'Romance']","French, English","Grard Depardieu, Fanny Ardant, Henri Garcin",Franois Truffaut
Hellhole Women,1981,4.7,"['Action', 'Crime', 'Drama', 'Horror', 'Thriller']","German, Spanish","Ajita Wilson, Andrea Guzon, Ursula Buchfellner",Jess Franco
The House of God,1981,5.5,"['Dark Comedy', 'Comedy', 'Drama']",English,"Tim Matheson, Charles Haid, Michael Sacks",Donald Wrye
Adieu Galaxy Express 999,1981,7.0,"['Anime', 'HandDrawn Animation', 'Shnen', 'Space SciFi', 'Action', 'Animation', 'Drama', 'SciFi']","Japanese, English","Saffron Henderson, Masako Nozawa, Kathleen Barr",Rintar
The Promising Boy,1981,7.8,"['Satire', 'Comedy', 'Drama', 'Music']","Serbian, English, French","Aleksandar Bercek, Dara Dzokic, Rade Markovic",Milos Misa Radivojevic
Pierino contro tutti,1981,4.9,"['Slapstick', 'Comedy']",Italian,"Alvaro Vitali, Michele Gammino, Michela Miti",Marino Girolami
The Boy Soldier,1981,7.4,"['Drama', 'War']",French,"Lucas Belvaux, Jean Carmet, JeanPierre Aumont",Yves Boisset
Spectre,2015,6.8,"['Globetrotting Adventure', 'OnePerson Army Action', 'Spy', 'Action', 'Adventure', 'Thriller']","English, German, Italian, Spanish, French, Ukrainian","Daniel Craig, Christoph Waltz, La Seydoux",Sam Mendes
The Revenant,2015,8.0,"['Epic', 'Period Drama', 'Survival', 'Western Epic', 'Action', 'Adventure', 'Drama', 'Western']","English, Pawnee, French","Leonardo DiCaprio, Tom Hardy, Will Poulter",Alejandro G Irritu
Crimson Peak,2015,6.5,"['Dark Romance', 'Supernatural Horror', 'Suspense Mystery', 'Drama', 'Horror', 'Mystery', 'Romance', 'Thriller']",English,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston",Guillermo del Toro
Steve Jobs,2015,7.2,"['Docudrama', 'Biography', 'Drama']","English, Ukrainian","Michael Fassbender, Kate Winslet, Seth Rogen",Danny Boyle
Eddie the Eagle,2015,7.3,"['Adventure', 'Biography', 'Comedy', 'Drama', 'History', 'Sport']","English, German, Norwegian","Taron Egerton, Hugh Jackman, Tom Costello",Dexter Fletcher
I'll See You in My Dreams,2015,6.7,"['Comedy', 'Drama', 'Romance']",English,"Blythe Danner, Martin Starr, Sam Elliott",Brett Haley
Tanu Weds Manu Returns,2015,7.6,"['Comedy', 'Drama', 'Romance']",Hindi,"Kangana Ranaut, Madhavan, Gunnit Kaur",Aanand L Rai
Running Man,2015,2.4,"['Action', 'Comedy', 'Documentary', 'Reality TV']",Mandarin,"Angelababy, He Chen, Chen Li",Junyi Ceng
April and the Extraordinary World,2015,7.2,"['SciFi Epic', 'Steampunk', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Mystery', 'SciFi']",French,"Marion Cotillard, MarcAndr Grondin, Philippe Katerine","Christian Desmares, Franck Ekinci"
Hamari Adhuri Kahani,2015,6.7,"['Drama', 'Romance']",Hindi,"Emraan Hashmi, Vidya Balan, Rajkummar Rao",Mohit Suri
Heneral Luna,2015,7.2,"['Costume Drama', 'Historical Epic', 'Period Drama', 'Action', 'Biography', 'History', 'War']","Filipino, English, Spanish","John Arcilla, Arron Villaflor, Mon Confiado",Jerrold Tarog
Chronicles of Evil,2015,6.8,"['Crime', 'Drama', 'Mystery', 'Thriller']",Korean,"Son Hyeonju, Ma Dongseok, Choi Daniel",Woonhak Baek
Lila & Eve,2015,5.9,"['Crime', 'Drama', 'Thriller']",English,"Viola Davis, Aml Ameen, Ron Caldwell",Charles Stone III
Welcome to Leith,2015,6.9,['Documentary'],English,"Ryan Schock, Heather Cook, Lee Cook","Michael Beach Nichols, Christopher K Walker"
F9: The Fast Saga,2021,5.2,"['Action Epic', 'Car Action', 'Action', 'Crime', 'Thriller']","English, Japanese, Spanish","Vin Diesel, Michelle Rodriguez, Jordana Brewster",Justin Lin
Copshop,2021,6.2,"['Action', 'Thriller']",English,"Gerard Butler, Frank Grillo, Alexis Louder",Joe Carnahan
The Girl Who Believes in Miracles,2021,6.0,"['Drama', 'Family']",English,"Mira Sorvino, Austyn Johnson, Kevin Sorbo",Richard Correll
The Eyes of Tammy Faye,2021,6.6,"['Biography', 'Drama', 'Romance']",English,"Jessica Chastain, Andrew Garfield, Cherry Jones",Michael Showalter
Raging Fire,2021,6.5,"['Martial Arts', 'Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']","English, Cantonese","Donnie Yen, Nicholas Tse, Simon Yam","Benny Chan, Shane ComleyWhite"
The First Wave,2021,7.1,"['Documentary', 'History']",English,Nathalie Douge,Matthew Heineman
Private Desert,2021,7.0,['Drama'],Portuguese,"Antonio Saboia, Pedro Fasanaro, Thoms Aquino",Aly Muritiba
Mondocane,2021,6.1,"['Action', 'Drama', 'SciFi']",Italian,"Dennis Protopapa, Giuliano Soprano, Alessandro Borghi",Alessandro Celli
The Vault,2021,6.4,"['Action', 'Thriller']","English, Spanish, Italian, German","Freddie Highmore, Astrid BergsFrisbey, Sam Riley",Jaume Balaguer
Blood Red Sky,2021,6.1,"['Supernatural Horror', 'Action', 'Drama', 'Horror', 'Thriller']","German, English, Arabic","Peri Baumeister, Carl Anton Koch, Alexander Scheer",Peter Thorwarth
Being the Ricardos,2021,6.5,"['Showbiz Drama', 'Biography', 'Drama']",English,"Nicole Kidman, Javier Bardem, JK Simmons",Aaron Sorkin
Dyrlægens plejebørn,1968,6.3,"['Comedy', 'Family']",Danish,"Dirch Passer, Lone Hertz, Axel Strbye",Carl Ottosen
The Rape of the Vampire,1968,5.2,['Horror'],French,"Solange Pradel, Bernard Letrou, Catherine Deville",Jean Rollin
The Power,1968,5.9,"['SciFi', 'Thriller']",English,"George Hamilton, Suzanne Pleshette, Richard Carlson",Byron Haskin
