Monterey Pop,1968,7.9,"['Concert', 'Documentary', 'History', 'Music']",English,"Otis Redding, Jimi Hendrix, Ravi Shankar",DA Pennebaker
Love After Death,1968,4.2,"['Crime', 'Drama', 'Horror', 'Thriller']",Spanish,"Guillermo De Crdova, Roberto Maurano, Carmin ONeal",Glauco Del Mar
Sex and the Law,1968,5.6,['Documentary'],Danish,"Birgit Brel, Aage Fnss, Poul Glargaard",Gabriel Axel
The Forest,2016,4.8,"['Supernatural Horror', 'Horror', 'Mystery', 'Thriller']","English, Japanese","Natalie Dormer, Eoin Macken, Stephanie Vogt",Jason Zada
Snowden,2016,7.3,"['True Crime', 'Biography', 'Crime', 'Drama', 'Thriller']","English, American Sign Language, Russian","Joseph GordonLevitt, Shailene Woodley, Melissa Leo",Oliver Stone
Free State of Jones,2016,6.9,"['Action', 'Biography', 'Drama', 'History', 'War', 'Western']",English,"Matthew McConaughey, Gugu MbathaRaw, Mahershala Ali",Gary Ross
Keanu,2016,6.2,"['Buddy Comedy', 'Action', 'Comedy', 'Crime']",English,"KeeganMichael Key, Jordan Peele, Tiffany Haddish",Peter Atencio
The Infiltrator,2016,7.0,"['Drug Crime', 'True Crime', 'Biography', 'Crime', 'Drama', 'Thriller']","English, Spanish","Bryan Cranston, John Leguizamo, Diane Kruger",Brad Furman
Criminal,2016,6.3,"['Spy', 'Action', 'SciFi', 'Thriller']","English, Russian, French","Kevin Costner, Ryan Reynolds, Gal Gadot",Ariel Vromen
Meet the Blacks,2016,4.8,"['Parody', 'Comedy', 'Horror']",English,"Mike Epps, Zulay Henao, Alex Henderson",Deon Taylor
The Brothers Grimsby,2016,6.2,"['Buddy Cop', 'Dark Comedy', 'Farce', 'Satire', 'Slapstick', 'Action', 'Adventure', 'Comedy', 'Crime']","English, Ukrainian","Sacha Baron Cohen, Mark Strong, Rebel Wilson",Louis Leterrier
The First Monday in May,2016,7.1,['Documentary'],English,"Anna Wintour, Andrew Bolton, John Galliano",Andrew Rossi
All I See Is You,2016,5.4,"['Drama', 'Mystery']",English,"Blake Lively, Jason Clarke, Ahna OReilly",Marc Forster
Kaptaan,2016,6.2,"['Comedy', 'Drama', 'Family', 'Music']",Punjabi,"Gippy Grewal, Monica Gill, Karishma Kotak",Mandeep Kumar
Restless Creature: Wendy Whelan,2016,7.2,['Documentary'],English,"Peter Martins, David Prottas, Wendy Whelan","Linda Saffire, Adam Schlesinger"
A Beautiful Mind,2001,8.2,"['Docudrama', 'Period Drama', 'Psychological Drama', 'Biography', 'Drama', 'Mystery']",English,"Russell Crowe, Ed Harris, Jennifer Connelly",Ron Howard
Swordfish,2001,6.5,"['Cyber Thriller', 'Heist', 'Action', 'Crime', 'Thriller']","English, German","John Travolta, Hugh Jackman, Halle Berry",Dominic Sena
Exit Wounds,2001,5.6,"['Dark Comedy', 'Martial Arts', 'Action', 'Crime', 'Thriller']",English,"Steven Seagal, DMX, Isaiah Washington",Andrzej Bartkowiak
Angel Eyes,2001,5.7,"['Drama', 'Romance']",English,"Jennifer Lopez, Jim Caviezel, Jeremy Sisto",Luis Mandoki
American Outlaws,2001,5.9,"['Action', 'Western']",English,"Colin Farrell, Scott Caan, Ali Larter",Les Mayfield
Bones,2001,4.4,"['Crime', 'Horror']","English, French, Spanish","Snoop Dogg, Pam Grier, Michael T Weiss",Ernest R Dickerson
Mulholland Drive,2001,7.9,"['Psychological Drama', 'Psychological Thriller', 'Showbiz Drama', 'Suspense Mystery', 'Tragedy', 'Drama', 'Mystery', 'Thriller']","English, Spanish, French","Naomi Watts, Laura Harring, Justin Theroux",David Lynch
Les Boys III,2001,5.7,"['Comedy', 'Drama', 'Sport']",French,"Marc Messier, Rmy Girard, Patrick Huard",Louis Saia
Sex and Lucía,2001,7.0,"['Drama', 'Romance']","Spanish, English","Paz Vega, Tristn Ulloa, Najwa Nimri",Julio Medem
Dogtown and Z-Boys,2001,7.6,"['Extreme Sport', 'Sports Documentary', 'Documentary', 'Sport']",English,"Sean Penn, Jay Adams, Tony Alva",Stacy Peralta
The Center of the World,2001,5.8,"['Drama', 'Romance']",English,"Shane Edelman, Balthazar Getty, Molly Parker",Wayne Wang
Karmina 2,2001,5.5,"['Comedy', 'Horror', 'Romance']",French,"Gildor Roy, Yves Pelletier, Diane Lavalle",Gabriel Pelletier
Intacto,2001,6.8,"['Drama', 'Fantasy', 'Romance', 'Thriller']","Spanish, English, French","Max von Sydow, Eusebio Poncela, Leonardo Sbaraglia",Juan Carlos Fresnadillo
Circuit,2001,5.6,"['Drama', 'Romance']",English,"Jonathan WadeDrahos, Andre Khabbazi, Brian Lane Green",Dirk Shafer
An Adolescent,2001,6.4,"['Drama', 'Romance']","Japanese, French","Eiji Okuda, Mayu Ozawa, Akira Shoji",Eiji Okuda
Down and Out with the Dolls,2001,5.9,"['Comedy', 'Music']",English,"Zo Poledouris, Kinnie Starr, Melody Moore",Kurt Voss
Lucky Break,2001,6.2,"['Comedy', 'Crime', 'Romance']",English,"Ron Cook, Frank Harper, James Nesbitt",Peter Cattaneo
Almost Salinas,2001,6.3,"['Comedy', 'Drama', 'Mystery']",English,"John Mahoney, Linda Emond, Lindsay Crouse",Terry Green
Besotted,2001,5.5,"['Comedy', 'Romance']",English,"Jim Chiros, Susan Gibney, Holly Hardman",Holly Hardman
Speaking of Sex,2001,5.6,"['Comedy', 'Romance']",English,"James Spader, Melora Walters, Jay Mohr",John McNaughton
Sleepless,2001,6.2,"['Slasher Horror', 'Horror', 'Mystery', 'Thriller']","English, Italian","Max von Sydow, Stefano Dionisi, Chiara Caselli",Dario Argento
Cowboy Up,2001,5.6,"['Drama', 'Romance', 'Western']",English,"Kiefer Sutherland, Marcus Thomas, Daryl Hannah",Xavier Koller
Clue,1985,7.3,"['Cozy Mystery', 'Parody', 'Slapstick', 'Whodunnit', 'Comedy', 'Crime', 'Mystery', 'Thriller']","English, French","Eileen Brennan, Tim Curry, Madeline Kahn",Jonathan Lynn
Tuff Turf,1985,6.0,"['Action', 'Comedy', 'Drama']",English,"James Spader, Kim Richards, Paul Mones",Fritz Kiersch
Revolution,1985,5.3,"['Historical Epic', 'Adventure', 'Drama', 'History', 'War']",English,"Al Pacino, Donald Sutherland, Nastassja Kinski",Hugh Hudson
Screwballs II,1985,4.4,['Comedy'],English,"Bryan Genesse, Lance Van Der Kolk, Alan Deveau",Rafal Zielinski
"O-Bi, O-Ba: The End of Civilization",1985,7.2,"['Drama', 'Mystery', 'SciFi']",Polish,"Jerzy Stuhr, Krystyna Janda, Kalina Jedrusik",Piotr Szulkin
A Time to Live and a Time to Die,1985,7.5,"['Biography', 'Drama']","Mandarin, Hakka, Min Nan","Yu AnShun, Chiabao Chang, Neng Chang",HsiaoHsien Hou
Tenement,1985,5.5,"['Action', 'Crime', 'Horror', 'Thriller']",English,"Joe Lynn, Mina Bern, Walter Bryant",Roberta Findlay
Paradise Motel,1985,5.1,['Comedy'],English,"Gary Hershberger, Robert Krantz, Jonna Leigh Stack",Cary Medoway
Faces of Death III,1985,3.2,"['Splatter Horror', 'Documentary', 'Horror']",English,"Michael Carr, Cecil Clemons, Veronica Lakewood",John Alan Schwartz
Attack of the Beast Creatures,1985,4.3,['Horror'],English,"Robert Nolfi, Julia Rust, Robert Lengyel",Michael Stanley
Boatman,1985,7.6,['Drama'],"Filipino, Tagalog, English","Sarsi Emmanuelle, Suzanne Love, Josephine Manuel",Tikoy Aguiluz
Go Tell It on the Mountain,1985,6.8,['Drama'],English,"Paul Winfield, James Bond III, Olivia Cole",Stan Lathan
Jerry Maguire,1996,7.3,"['FeelGood Romance', 'Football', 'Romantic Comedy', 'Workplace Drama', 'Comedy', 'Drama', 'Romance', 'Sport']","English, American Sign Language","Tom Cruise, Cuba Gooding Jr, Rene Zellweger",Cameron Crowe
Phenomenon,1996,6.4,"['Drama', 'Fantasy', 'Romance', 'SciFi']","English, Spanish, Portuguese","John Travolta, Kyra Sedgwick, Forest Whitaker",Jon Turteltaub
Primal Fear,1996,7.7,"['Legal Thriller', 'Psychological Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']","English, Spanish","Richard Gere, Laura Linney, Edward Norton",Gregory Hoblit
Jane Eyre,1996,6.8,"['Drama', 'Romance']","English, French","William Hurt, Charlotte Gainsbourg, Anna Paquin",Franco Zeffirelli
Solo,1996,4.1,"['Action', 'SciFi', 'Thriller']","English, Spanish","Mario Van Peebles, William Sadler, Barry Corbin",Norberto Barba
Shiloh,1996,6.3,"['Animal Adventure', 'Drama', 'Family']",English,"Blake Heron, Michael Moriarty, Scott Wilson",Dale Rosenbloom
The War at Home,1996,6.9,['Drama'],English,"Emilio Estevez, Kathy Bates, Martin Sheen",Emilio Estevez
The Leading Man,1996,5.6,"['Drama', 'Romance', 'Thriller']",English,"Jon Bon Jovi, Anna Galiena, Lambert Wilson",John Duigan
The Boys Club,1996,6.2,"['ComingofAge', 'Epic', 'Teen Adventure', 'Teen Drama', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",English,"Chris Penn, Dominic Zamprogna, Stuart Stone",John Fawcett
Telo bez duse,1996,6.7,['Documentary'],Czech,"Vaclav Cernogursky, David, Jarda",Wiktor Grodecki
Far Harbor,1996,4.6,['Drama'],English,"Edward Atterton, Jennifer Connelly, Dan Futterman",John Huddles
Hype!,1996,7.5,"['Music Documentary', 'Documentary', 'History', 'Music']",English,"7 Year Bitch, Valerie M Agnew, Carrie Akre",Doug Pray
Albergo Roma,1996,6.1,['Comedy'],Italian,"Alessandro Benvenuti, Claudio Bisio, Debora Caprioglio",Ugo Chiti
The Nymph,1996,5.8,"['Drama', 'Romance']",Italian,"Stefania Sandrelli, Raoul Bova, Lucia Cara",Lina Wertmller
The Wicker Man,1973,7.5,"['Folk Horror', 'Supernatural Horror', 'Horror', 'Mystery', 'Thriller']",English,"Edward Woodward, Christopher Lee, Diane Cilento",Robin Hardy
The Dirty Mind of Young Sally,1973,5.0,['Comedy'],English,"Colleen Brennan, George Buck Flower, Norman Fields",Bethel Buckalew
The Single Girls,1973,4.4,"['Slasher Horror', 'Comedy', 'Drama', 'Horror']",English,"Claudia Jennings, Jean Marie Ingels, Cheri Howell","Beverly Sebastian, Ferd Sebastian"
High Crime,1973,6.9,"['Crime', 'Drama', 'Thriller']","English, French, Italian","Franco Nero, Fernando Rey, James Whitmore",Enzo G Castellari
The Punishment,1973,4.1,"['Drama', 'Thriller']",French,"Karin Schubert, Georges Gret, Amidou",PierreAlain Jolivet
Teen-Age Jail Bait,1973,5.4,"['Crime', 'Drama', 'Thriller']",English,"John Alderman, Rene Bond, Chesley Noone",Stu Segall
Andhala Martoy Dola,1973,8.2,['Comedy'],Marathi,"Saraswati Bodas, Rajani Chavan, Jayshree Danve",Dada Kondke
Zorba the Greek,1964,7.6,"['Comedy', 'Drama']","English, Greek","Anthony Quinn, Alan Bates, Irene Papas",Michael Cacoyannis
The Last Man on Earth,1964,6.7,"['Dystopian SciFi', 'Vampire Horror', 'Zombie Horror', 'Drama', 'Horror', 'SciFi']","English, Italian","Vincent Price, Franca Bettoia, Emma Danieli","Ubaldo Ragona, Sidney Salkow"
Gertrud,1964,7.3,"['Psychological Drama', 'Drama', 'Romance']",Danish,"Nina Pens Rode, Bendt Rothe, Ebbe Rode",Carl Theodor Dreyer
For Those Who Think Young,1964,5.2,['Comedy'],English,"James Darren, Pamela Tiffin, Paul Lynde",Leslie H Martinson
The Mystery of Thug Island,1964,5.0,['Adventure'],Italian,"Guy Madison, Ingeborg Schner, Giacomo Rossi Stuart",Luigi Capuano
A Fool's World,1964,4.3,['Documentary'],Italian,"Boris Karloff, Federico Boido, Franz Drago","Roberto Bianchi Montero, Albert T Viola"
Los amores de Marieta - Los Fabulosos 20s,1964,4.3,"['Comedy', 'Musical']",Spanish,"Elvira Quintana, Joaqun Cordero, Gina Romand",Humberto Gmez Landero
Back Door to Hell,1964,5.2,"['Drama', 'War']","English, Japanese","Jimmie Rodgers, Jack Nicholson, John Hackett",Monte Hellman
Primitive Love,1964,4.2,['Comedy'],Italian,"Franco Franchi, Ciccio Ingrassia, Jayne Mansfield",Luigi Scattini
Die Goldsucher von Arkansas,1964,5.2,"['Spaghetti Western', 'Western']",German,"Brad Harris, Horst Frank, Ralf Wolter",Paul Martin
Code Name: Tiger,1964,4.9,['Thriller'],French,"Roger Hanin, Maria Mauban, Daniela Bianchi",Claude Chabrol
Invasion of Astro-Monster,1965,6.2,"['Alien Invasion', 'Dinosaur Adventure', 'Kaiju', 'Space SciFi', 'Action', 'Adventure', 'SciFi']","Japanese, English","Nick Adams, Akira Takarada, Jun Tazaki",Ishir Honda
The Sex Perils of Paulette,1965,4.4,['Drama'],English,"Anna Karol, Tony Lo Bianco, Alan Feinstein",Doris Wishman
Yoyo,1965,7.5,"['Comedy', 'Drama', 'Family', 'Romance']",French,"Pierre taix, Claudine Auger, Philippe Dionnet",Pierre taix
Billie,1965,5.7,"['Comedy', 'Family', 'Musical', 'Romance', 'Sport']",English,"Patty Duke, Jim Backus, Jane Greer",Don Weis
Il compagno Don Camillo,1965,6.9,['Comedy'],"French, Italian, Russian","Fernandel, Gino Cervi, Leda Gloria",Luigi Comencini
"War and Peace, Part II: Natasha Rostova",1965,8.0,['Drama'],Russian,"Lyudmila Saveleva, Sergey Bondarchuk, Vyacheslav Tikhonov",Sergey Bondarchuk
The Woman Who Wouldn't Die,1965,6.2,"['Horror', 'Mystery', 'Thriller']",English,"Gary Merrill, Jane Merrow, Georgina Cookson",Gordon Hessler
The Big Job,1965,6.4,"['Comedy', 'Crime', 'Mystery']",English,"Sidney James, Sylvia Syms, Dick Emery",Gerald Thomas
Adiós gringo,1965,6.0,"['Spaghetti Western', 'Drama', 'Western']","Italian, French, Spanish","Giuliano Gemma, Ida Galli, Roberto Camardiel",Giorgio Stegani
"Weekend, Italian Style",1965,6.4,['Comedy'],Italian,"Enrico Maria Salerno, Sandra Milo, Daniela Bianchi",Dino Risi
The Three Faces,1965,6.0,"['Comedy', 'Drama']","Italian, English","Princess Soraya, Richard Harris, Alberto Sordi","Michelangelo Antonioni, Mauro Bolognini, Franco Indovina"
Wild Kurdistan,1965,5.7,['Adventure'],"German, English, Italian, French, Turkish","Lex Barker, Marie Versini, Ralf Wolter",Franz Josef Gottlieb
A Chain of Islands,1965,6.3,"['Mystery', 'Thriller']",Japanese,"Jkichi Uno, Izumi Ashikawa, Hideaki Nitani",Kei Kumai
La bugiarda,1965,6.3,['Comedy'],Italian,"Catherine Spaak, Enrico Maria Salerno, Marc Michel",Luigi Comencini
The Girl Can't Stop,1965,5.9,"['Crime', 'Drama']",French,"Xenia Kalogeropoulou, Georges Rivire, Jean Sobieski",Willy Rozier
Three Hats for Lisa,1965,5.3,"['Comedy', 'Musical']",English,"Joe Brown, Sophie Hardy, Sidney James",Sidney Hayers
Salto,1965,7.2,['Drama'],Polish,"Zbigniew Cybulski, Jerzy Block, Marta Lipinska",Tadeusz Konwicki
Kindar the Invulnerable,1965,4.9,"['Action', 'Adventure', 'Mystery', 'Romance']",Italian,"Mark Forest, Mimmo Palmara, Rosalba Neri",Osvaldo Civirani
The Mechanic,1972,6.8,"['Action', 'Crime', 'Thriller']",English,"Charles Bronson, JanMichael Vincent, Keenan Wynn",Michael Winner
Fist of Fury,1972,7.2,"['Kung Fu', 'Martial Arts', 'Action', 'Drama', 'Romance', 'Thriller']","Mandarin, Cantonese, English","Bruce Lee, Nora Miao, James Tien",Wei Lo
Carry on Matron,1972,6.2,"['Parody', 'Comedy', 'Crime']",English,"Sidney James, Kenneth Williams, Charles Hawtrey",Gerald Thomas
Man of La Mancha,1972,6.5,"['Costume Drama', 'Period Drama', 'Quest', 'Drama', 'Fantasy', 'Musical', 'Romance']",English,"Peter OToole, Sophia Loren, James Coco",Arthur Hiller
The Brides Wore Blood,1972,3.8,"['Vampire Horror', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",English,"Dolores Friedline, Chuck Faulkner, Jan Sherman",Bob Favorite
"X, Y & Zee",1972,5.8,['Drama'],"English, Italian","Elizabeth Taylor, Michael Caine, Susannah York",Brian G Hutton
A Thief in the Night,1972,4.6,"['Drama', 'Fantasy', 'Horror']",English,"Patty Dunning, Mike Niday, Colleen Niday",Donald W Thompson
Heat,1972,6.1,"['Satire', 'Comedy', 'Drama', 'Romance']",English,"Joe Dallesandro, Sylvia Miles, Andrea Feldman",Paul Morrissey
The Scopone Game,1972,7.6,"['Dark Comedy', 'Comedy', 'Drama']","Italian, English","Alberto Sordi, Silvana Mangano, Joseph Cotten",Luigi Comencini
"10,000 BC",2008,5.1,"['Dinosaur Adventure', 'Action', 'Adventure', 'Drama', 'Fantasy', 'History']",English,"Camilla Belle, Steven Strait, Marco Khan",Roland Emmerich
27 Dresses,2008,6.1,"['FeelGood Romance', 'Romantic Comedy', 'Comedy', 'Romance']",English,"Katherine Heigl, James Marsden, Malin Akerman",Anne Fletcher
Never Back Down,2008,6.5,"['Martial Arts', 'Action', 'Drama', 'Sport']",English,"Sean Faris, Djimon Hounsou, Amber Heard",Jeff Wadlow
The X Files: I Want to Believe,2008,5.9,"['Crime', 'Drama', 'Horror', 'Mystery', 'SciFi', 'Thriller']","English, Russian, Czech","David Duchovny, Gillian Anderson, Billy Connolly",Chris Carter
The Longshots,2008,5.6,"['Biography', 'Comedy', 'Drama', 'Family', 'Sport']",English,"Ice Cube, Keke Palmer, Tasha Smith",Fred Durst
Sarkar Raj,2008,6.7,"['Crime', 'Drama']",Hindi,"Amitabh Bachchan, Abhishek Bachchan, Aishwarya Rai Bachchan",Ram Gopal Varma
Goodbye Solo,2008,7.3,['Drama'],"English, French, Wolof, Spanish","Souleymane Sy Savane, Red West, Diana Franco Galindo",Ramin Bahrani
La fille de Monaco,2008,5.8,"['Comedy', 'Drama']","French, Italian, Russian","Fabrice Luchini, Roschdy Zem, Stphane Audran",Anne Fontaine
Turtle: The Incredible Journey,2008,7.0,"['Nature Documentary', 'Documentary', 'Family']",English,"Miranda Richardson, David Bowles, Patrick Cox","Warren Coleman, Judy Morris, Nick Stringer"
Sky Kids,2008,6.8,"['Action', 'Adventure', 'Drama']",English,"Jesse James, Reiley McClendon, Stephen Baldwin",Rocco DeVilliers
Our City Dreams,2008,6.6,['Documentary'],"English, French, Arabic","Marina Abramovic, Ghada Amer, Caledonia Curry",Chiara Clemente
Dear Zachary: A Letter to a Son About His Father,2008,8.5,"['Biography', 'Crime', 'Documentary', 'Drama']",English,"Kurt Kuenne, Andrew Bagby, David Bagby",Kurt Kuenne
Thomas Kinkade's Christmas Cottage,2008,6.3,"['Biography', 'Drama']","English, Latin","Peter OToole, Jared Padalecki, Marcia Gay Harden",Michael Campus
Diary of a Nymphomaniac,2008,5.6,"['Drama', 'Romance']","Spanish, French","Beln Fabra, Leonardo Sbaraglia, Llum Barrera",Christian Molina
Jolene,2008,6.4,['Drama'],English,"Jessica Chastain, Frances Fisher, Rupert Friend",Dan Ireland
Shanghai Knights,2003,6.2,"['Buddy Comedy', 'Martial Arts', 'Action', 'Adventure', 'Comedy']","English, Mandarin","Jackie Chan, Owen Wilson, Fann Wong",David Dobkin
Wrong Turn,2003,6.1,"['Slasher Horror', 'Splatter Horror', 'Teen Horror', 'Horror', 'Thriller']",English,"Eliza Dushku, Jeremy Sisto, Emmanuelle Chriqui",Rob Schmidt
House of Sand and Fog,2003,7.5,"['Tragedy', 'Crime', 'Drama']","English, Persian","Jennifer Connelly, Ben Kingsley, Ron Eldard",Vadim Perelman
The Barbarian Invasions,2003,7.5,"['Satire', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']","French, English","Rmy Girard, Dorothe Berryman, Stphane Rousseau",Denys Arcand
How My Mother Gave Birth to Me During Menopause,2003,6.4,"['Comedy', 'Drama']",French,"Micheline Lanctt, Paul Ahmarani, Lucie Laurier",Sbastien Rose
The Hebrew Hammer,2003,6.1,"['Parody', 'Satire', 'Comedy']","English, Hebrew, Yiddish","Adam Goldberg, Andy Dick, Judy Greer",Jonathan Kesselman
Gory Gory Hallelujah,2003,4.1,"['Slapstick', 'Comedy', 'Fantasy', 'Horror', 'Musical']",English,"Jeffrey Gilbert, Tim Gouran, Todd Licea",Sue Corcoran
Hell's Highway: The True Story of Highway Safety Films,2003,7.0,"['Documentary', 'History']",English,"Richard Anderson, Sonny Bono, John F Butler",Bret Wood
The Mummy's Kiss,2003,3.4,"['Fantasy', 'Horror', 'Romance']",English,"Mia Zottoli, Sasha Peralto, George Thomas",Donald F Glut
Liar Liar,1997,6.9,"['HighConcept Comedy', 'Slapstick', 'Comedy', 'Fantasy']",English,"Jim Carrey, Maura Tierney, Amanda Donohoe",Tom Shadyac
Princess Mononoke,1997,8.3,"['Action Epic', 'Adult Animation', 'Adventure Epic', 'Anime', 'Dark Fantasy', 'Fantasy Epic', 'HandDrawn Animation', 'Quest', 'Adventure', 'Animation']",Japanese,"Yji Matsuda, Yuriko Ishida, Yko Tanaka",Hayao Miyazaki
The Winter Guest,1997,6.8,['Drama'],English,"Phyllida Law, Emma Thompson, Sheila Reid",Alan Rickman
Taste of Cherry,1997,7.7,['Drama'],Persian,"Homayoun Ershadi, Abdolhosein Bagheri, Afshin Khorshid Bakhtiari",Abbas Kiarostami
A Merry War,1997,6.3,"['Satire', 'Comedy', 'Drama', 'Romance']",English,"Richard E Grant, Helena Bonham Carter, Julian Wadham",Robert Bierman
The Alamo,1960,6.8,"['Classical Western', 'Desert Adventure', 'Historical Epic', 'War Epic', 'Western Epic', 'Adventure', 'Drama', 'History', 'War', 'Western']","English, Spanish","John Wayne, Richard Widmark, Laurence Harvey",John Wayne
The Wackiest Ship in the Army,1960,6.3,"['Comedy', 'Drama', 'War']","English, Japanese","Jack Lemmon, Ricky Nelson, John Lund",Richard Murphy
Beyond the Time Barrier,1960,5.3,"['Romance', 'SciFi']",English,"Robert Clarke, Darlene Tompkins, Arianne Ulmer",Edgar G Ulmer
Mill of the Stone Women,1960,6.5,"['Horror', 'SciFi']","Italian, French","Pierre Brice, Scilla Gabel, Wolfgang Preiss",Giorgio Ferroni
Sons and Lovers,1960,7.1,['Drama'],English,"Trevor Howard, Dean Stockwell, Wendy Hiller",Jack Cardiff
Play Nice,1992,4.0,"['Horror', 'Thriller']",English,"Ed ORoss, Louise Robey, Michael Zand",Terri Treas
Blood from the Mummy's Tomb,1971,5.6,"['Supernatural Horror', 'Horror']",English,"Andrew Keir, Valerie Leon, James Villiers","Seth Holt, Michael Carreras"
The Music Lovers,1971,7.2,"['Period Drama', 'Biography', 'Comedy', 'Drama', 'Music']","English, French","Richard Chamberlain, Glenda Jackson, Max Adrian",Ken Russell
They Have Changed Their Face,1971,6.6,"['Drama', 'Horror']",Italian,"Adolfo Celi, Geraldine Hooper, Giuliano Esperati",Corrado Farina
Girl Slaves of Morgana Le Fay,1971,5.5,['Horror'],French,"Dominique Delpierre, Alfred Baillou, Mireille Saunin",Bruno Gantillon
Delusions of Grandeur,1971,7.2,"['Parody', 'Adventure', 'Comedy', 'History']","French, German, Spanish","Louis de Funs, Yves Montand, Alice Sapritch",Grard Oury
Bleak Moments,1971,6.9,"['Comedy', 'Drama']",English,"Anne Raitt, Sarah Stephenson, Eric Allan",Mike Leigh
Land of Silence and Darkness,1971,7.9,['Documentary'],German,"Fini Straubinger, M Baaske, Elsa Fehrer",Werner Herzog
The Young Seducers,1971,4.3,['Comedy'],German,"Ingrid Steeger, Melitta Tegeler, Evelyne Traeger",Erwin C Dietrich
Sur un arbre perché,1971,6.3,"['Dark Comedy', 'Parody', 'Satire', 'Comedy']",French,"Louis de Funs, Geraldine Chaplin, Olivier De Funs",Serge Korber
Confessions of a Police Captain,1971,7.2,"['Crime', 'Drama']","English, Italian","Franco Nero, Martin Balsam, Maril Tolo",Damiano Damiani
Two Males for Alexa,1971,5.9,"['Psychological Drama', 'Psychological Thriller', 'Survival', 'Tragedy', 'Drama', 'Thriller']",Spanish,"Juan Luis Galiardo, Curd Jrgens, Rosalba Neri",Juan Logar
Blue Sextet,1971,5.1,"['Psychological Drama', 'Tragedy', 'Drama']",English,"John Damon, Margaret Cathell, Peter Clune",David E Durston
The Corpse Grinders,1971,4.0,"['Dark Comedy', 'Comedy', 'Horror']",English,"Sean Kenney, Monika Kelly, Sanford Mitchell",Ted V Mikels
Blindman,1971,6.2,"['Spaghetti Western', 'Western']","Italian, English","Tony Anthony, Ringo Starr, Lloyd Battista",Ferdinando Baldi
Luminous Procuress,1971,5.2,['Fantasy'],English,"Pandora, Steve Solberg, Ronald Farrell",Steven Arnold
Star Spangled Girl,1971,5.3,['Comedy'],English,"Sandy Duncan, Tony Roberts, Todd Susman",Jerry Paris
Who Framed Roger Rabbit,1988,7.7,"['Adult Animation', 'Buddy Comedy', 'HandDrawn Animation', 'HighConcept Comedy', 'Parody', 'Slapstick', 'Adventure', 'Animation', 'Comedy', 'Crime']",English,"Bob Hoskins, Christopher Lloyd, Joanna Cassidy",Robert Zemeckis
Caddyshack II,1988,3.8,"['Slapstick', 'Comedy', 'Sport']",English,"Jackie Mason, Robert Stack, Dyan Cannon",Allan Arkush
Switching Channels,1988,5.9,"['Satire', 'Comedy', 'Crime']","English, French","Kathleen Turner, Burt Reynolds, Christopher Reeve",Ted Kotcheff
Monkey Shines,1988,6.2,"['Drama', 'Horror', 'SciFi', 'Thriller']",English,"Jason Beghe, John Pankow, Kate McNeil",George A Romero
Distant Thunder,1988,5.7,['Drama'],English,"John Lithgow, Ralph Macchio, Kerrie Keane",Rick Rosenthal
Nekromantik,1988,4.8,"['Body Horror', 'Splatter Horror', 'Horror']",German,"Bernd Daktari Lorenz, Beatrice Manowski, Harald Lundt",Jrg Buttgereit
Blue Movies,1988,4.2,['Comedy'],English,"Steve Levitt, Larry Poindexter, Lucinda Crosby","Ed Fitzgerald, Paul Koval"
The Return of the Pink Panther,1975,7.0,"['Farce', 'Slapstick', 'Comedy', 'Crime', 'Mystery']",English,"Peter Sellers, Christopher Plummer, Catherine Schell",Blake Edwards
Escape to Witch Mountain,1975,6.3,"['Adventure', 'Family', 'Fantasy', 'Mystery', 'SciFi']",English,"Eddie Albert, Ray Milland, Donald Pleasence",John Hough
Operation Daybreak,1975,7.0,"['Drama', 'History', 'War']","English, German","Timothy Bottoms, Martin Shaw, Joss Ackland",Lewis Gilbert
Out of Season,1975,5.9,"['Drama', 'Romance']",English,"Vanessa Redgrave, Cliff Robertson, Susan George",Alan Bridges
The Sunshine Boys,1975,7.1,"['Sketch Comedy', 'Comedy']",English,"Walter Matthau, George Burns, Richard Benjamin",Herbert Ross
Dr. Minx,1975,4.3,"['Comedy', 'Drama']",English,"Edy Williams, Randy Boone, Harvey Jason",Howard Avedis
Journey Into Fear,1975,5.2,['Thriller'],English,"Sam Waterston, Zero Mostel, Yvette Mimieux",Daniel Mann
Abduction,1975,5.0,"['Crime', 'Drama', 'Thriller']",English,"JudithMarie Bergan, David Pendleton, Gregory Rozakis",Joseph Zito
Emilienne & Nicole,1975,4.8,['Drama'],French,"Betty Mars, Pierre Oudrey, Nathalie Gurin",Guy Casaril
The Humpbacked Horse,1975,7.4,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",Russian,"Jim Backus, Aleksey Gribov, Mariya Vinogradova","Ivan IvanovVano, Boris Butakov"
Sensualidad,1975,4.4,"['Crime', 'Drama', 'Romance']",Spanish,"Fernando Fernn Gmez, Amparo Muoz, Blanca Estrada",Germn Lorente
The Candy Tangerine Man,1975,6.1,"['Action', 'Adventure']",English,"John Daniels, Eli Haines, Tom Hankason",Matt Cimber
Chronicle of the Years of Fire,1975,7.3,"['Drama', 'History']",Arabic,"Yorgo Voyagis, Mohammed LakhdarHamina, Leila Shenna",Mohammed LakhdarHamina
