title,year,rating_imdb,genre,language
Raja Ki Ayegi Baraat,1997,3.7,"['Drama', 'Romance']",Hindi
The Voyeur,1997,6.7,['Drama'],English
Inferno,1997,4.1,['Action'],English
The Fugitive Kind,1960,7.1,"['Drama', 'Romance']",English
Song Without End,1960,6.1,"['Epic', 'Period Drama', 'Biography', 'Drama', 'Music']",English
Cinderfella,1960,5.9,"['Parody', 'Satire', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",English
The White Horse Inn,1960,6.0,"['Comedy', 'Musical', 'Romance']",German
Captain Blood,1960,6.3,"['Swashbuckler', 'Action', 'Adventure']","French, Italian"
The Bulldog Breed,1960,6.1,['Comedy'],English
The Orphan,1960,7.4,"['Drama', 'Family']",Cantonese
Ghunghat,1960,6.8,"['Drama', 'Family']",Hindi
The Tell-Tale Heart,1960,5.8,['Horror'],English
Snezhnaya skazka,1960,6.8,['Fantasy'],Russian
Brother,1960,6.9,['Drama'],Japanese
Guilty as Sin,1993,5.7,"['Legal Thriller', 'Crime', 'Drama', 'Thriller']",English
Fire in the Sky,1993,6.5,"['Alien Invasion', 'Biography', 'Drama', 'Fantasy', 'Mystery', 'SciFi']",English
The Music of Chance,1993,7.0,['Drama'],English
Arizona Dream,1993,7.2,"['ComingofAge', 'Dark Comedy', 'Psychological Drama', 'Quirky Comedy', 'Tragedy', 'Tragic Romance', 'Comedy', 'Drama', 'Fantasy', 'Romance']","English, Spanish, Inuktitut"
Beyond the Law,1993,6.4,"['Crime', 'Drama', 'Thriller']",English
Dirty Weekend,1993,5.2,"['Crime', 'Drama', 'Thriller']",English
Kalaignan,1993,6.3,"['Action', 'Drama', 'Thriller']",Tamil
Ultimate Desire,1993,4.2,['Thriller'],English
Gotti,2018,4.8,"['True Crime', 'Biography', 'Crime', 'Drama']",English
The Oscar Nominated Short Films 2018: Live Action,2018,8.0,"['Action', 'Drama']","English, British Sign Language, Swahili, Somali"
Along With the Gods: The Last 49 Days,2018,7.1,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Thriller']",Korean
How Long Will I Love U,2018,6.4,"['Comedy', 'Fantasy', 'Romance']",Mandarin
Champion,2018,6.4,"['Drama', 'Sport']","Korean, English"
Cat on a Hot Tin Roof,2018,7.3,['Drama'],English
Hollow Man,2000,5.9,"['Psychological Thriller', 'Slasher Horror', 'Action', 'Horror', 'SciFi', 'Thriller']",English
The Ladies Man,2000,5.2,"['Raunchy Comedy', 'Comedy']",English
Malena,2000,7.4,"['ComingofAge', 'Drama', 'Romance', 'War']","Italian, English, Latin, Greek, Ancient to 1453"
The Broken Hearts Club: A Romantic Comedy,2000,6.9,"['Comedy', 'Drama', 'Romance', 'Sport']",English
Riders,2000,7.0,"['Crime', 'Drama']",French
King of the Jungle,2000,5.8,"['Crime', 'Drama', 'Thriller']",English
Fast Lane to Malibu,2000,4.8,"['Raunchy Comedy', 'Adventure', 'Comedy', 'Drama', 'Romance']",English
Nell,1994,6.5,['Drama'],English
I.Q.,1994,6.2,"['Period Drama', 'Comedy', 'Romance']","English, German"
In the Mouth of Madness,1994,7.1,"['Supernatural Horror', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",English
Clean Slate,1994,5.7,"['Comedy', 'Mystery']",English
Eat Drink Man Woman,1994,7.8,"['Comedy', 'Drama', 'Romance']","Mandarin, French"
Exit to Eden,1994,4.3,"['Dark Comedy', 'Comedy', 'Crime', 'Romance', 'Thriller']",English
A Million to Juan,1994,5.7,['Comedy'],English
Nostradamus,1994,5.8,"['Period Drama', 'Biography', 'Drama']",English
Imaginary Crimes,1994,6.4,['Drama'],English
Alma's Rainbow,1994,6.5,"['Comedy', 'Drama']","English, French, Spanish"
Illicit Dreams,1994,3.8,"['Erotic Thriller', 'Drama', 'Thriller']",English
Return to Two Moon Junction,1995,3.9,"['Drama', 'Romance']",English
Giorgino,1994,7.3,"['Adventure', 'Drama', 'Horror', 'Romance', 'Thriller']",English
In the Heat of Passion II: Unfaithful,1994,4.6,"['Psychological Thriller', 'Drama', 'Thriller']",English
The Silences of the Palace,1994,7.4,['Drama'],"Arabic, French"
Magalir Mattum,1994,7.4,"['Comedy', 'Drama', 'Thriller']","Tamil, Malayalam, Telugu"
The High Crusade,1994,5.2,"['Adventure', 'Comedy', 'SciFi']",English
"Honey, I Blew Up the Kid",1992,4.9,"['Slapstick', 'Adventure', 'Comedy', 'Family', 'Romance', 'SciFi']",English
Sneakers,1992,7.1,"['Caper', 'Dark Comedy', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']","English, Russian, Chinese"
Kuffs,1992,5.9,"['Action', 'Comedy', 'Crime']",English
Strictly Ballroom,1992,7.2,"['Parody', 'Comedy', 'Drama', 'Music', 'Romance']","English, Spanish"
Once Upon a Crime...,1992,5.8,"['Bumbling Detective', 'Whodunnit', 'Comedy', 'Crime', 'Mystery']",English
Feed,1992,6.4,['Documentary'],English
Evil Toons,1992,4.2,"['Parody', 'Animation', 'Comedy', 'Fantasy', 'Horror']",English
Raju Ban Gaya Gentleman,1992,6.7,"['Comedy', 'Musical', 'Romance']",Hindi
Frozen Assets,1992,3.3,['Comedy'],English
Some of My Best Friends Are...,1971,5.8,['Drama'],"English, Italian, Spanish"
Fools' Parade,1971,6.4,"['Period Drama', 'Prison Drama', 'Comedy', 'Drama', 'Thriller']",English
Cry Uncle,1971,4.9,"['Dark Comedy', 'Parody', 'Satire', 'Comedy', 'Crime', 'Mystery']",English
Kidnapped,1971,6.2,"['Period Drama', 'Adventure', 'Drama']",English
Blackie the Pirate,1971,5.2,"['Action', 'Adventure', 'Comedy']","Italian, English"
Point of Terror,1971,3.8,"['Erotic Thriller', 'Drama', 'Horror', 'Mystery', 'Thriller']",English
A Touch of Sweden,1971,5.0,['Comedy'],"English, Swedish"
The Hard Ride,1971,5.3,"['Action', 'Drama']",English
Without Apparent Motive,1971,6.3,"['Crime', 'Mystery', 'Thriller']",French
Caravan,1971,6.7,"['Action', 'Comedy', 'Musical', 'Romance', 'Thriller']",Hindi
When Men Carried Clubs and Women Played Ding-Dong,1971,4.0,['Comedy'],Italian
The Devil with Seven Faces,1971,4.5,"['Mystery', 'Thriller']",Italian
Cocktail,1988,5.9,"['Comedy', 'Drama', 'Romance']","English, Spanish Sign Language"
The Accused,1988,7.1,"['Legal Drama', 'Crime', 'Drama']",English
Vice Versa,1988,5.9,"['Body Swap Comedy', 'Comedy', 'Fantasy']",English
Return of the Living Dead II,1988,5.7,"['Zombie Horror', 'Comedy', 'Horror', 'SciFi']",English
The Rescue,1988,5.5,"['Action', 'Adventure', 'Drama']",English
Little Vera,1988,6.9,"['Drama', 'Romance']",Russian
Full Moon in Blue Water,1988,5.6,"['Comedy', 'Drama', 'Romance']",English
Killer Klowns from Outer Space,1988,6.2,"['Alien Invasion', 'BHorror', 'Dark Comedy', 'Monster Horror', 'Parody', 'Space SciFi', 'Supernatural Horror', 'Comedy', 'Horror', 'SciFi']",English
Last Rites,1988,5.1,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",English
Trapped Alive,1988,4.6,"['Drama', 'Horror', 'Thriller']",English
Sathyaa,1988,7.9,"['Action', 'Crime', 'Drama']","Tamil, Telugu"
The Family Vice,1975,5.1,"['Raunchy Comedy', 'Comedy']",Italian
Doc Savage: The Man of Bronze,1975,5.4,"['Action', 'Adventure', 'Comedy', 'Crime', 'Fantasy']",English
"How to Drown Dr. Mracek, the Lawyer",1975,7.5,"['Farce', 'FeelGood Romance', 'HighConcept Comedy', 'Quirky Comedy', 'Slapstick', 'Supernatural Fantasy', 'Survival', 'Comedy', 'Fantasy', 'Romance']",Czech
Blazing Stewardesses,1975,2.7,"['Comedy', 'Western']",English
The Romantic Englishwoman,1975,6.1,"['Satire', 'Comedy', 'Drama', 'Romance']","English, German"
End of the Game,1975,5.9,"['Crime', 'Drama', 'Mystery', 'Thriller']",English
Leonor,1975,5.6,"['Drama', 'Fantasy', 'Horror']","Spanish, French"
Lady Cocoa,1975,4.7,"['Crime', 'Drama']",English
The Daughter of Emanuelle,1975,4.6,['Drama'],English
Ein echter Hausfrauenfreund,1975,4.6,['Comedy'],German
Pleasure Party,1975,6.3,['Drama'],French
Hotel Pacific,1975,7.2,['Drama'],Polish
Opening Night,1977,7.9,"['Psychological Drama', 'Drama']",English
The Last Wave,1977,6.9,"['Dark Fantasy', 'Legal Drama', 'Drama', 'Fantasy', 'Mystery', 'Thriller']","English, Italian, Aboriginal"
The Goodbye Girl,1977,7.4,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']","English, Japanese, German"
First Love,1977,5.9,"['Drama', 'Romance']","English, French, Italian"
Emanuelle and the Last Cannibals,1977,5.0,"['Adventure', 'Horror']",Italian
Goodbye & Amen,1977,6.7,['Thriller'],"English, Italian"
Unfinished Piece for the Player Piano,1977,7.7,['Drama'],Russian
Smiling Eyes,1977,8.4,"['Comedy', 'Drama', 'Family', 'Romance']",Turkish
Secret Honeymoon: Rape Train,1977,4.7,"['Action', 'Crime', 'Drama', 'Horror']",Japanese
The Black Pearl,1977,6.6,"['Adventure', 'Drama']",English
Hajka,1977,7.0,['War'],SerboCroatian
The Fortune Cookie,1966,7.2,"['Buddy Comedy', 'Satire', 'Comedy', 'Romance']",English
Closely Watched Trains,1966,7.6,"['Satire', 'Comedy', 'Drama', 'Romance', 'War']","Czech, German"
The Treasure of San Gennaro,1966,6.9,"['Comedy', 'Crime']","Italian, English"
Irezumi,1966,7.1,"['Crime', 'Drama']",Japanese
Love in Tokyo,1966,6.4,"['Comedy', 'Drama', 'Musical', 'Romance']",Hindi
Venom,1966,5.8,['Drama'],Danish
Requiem for a Secret Agent,1966,5.4,"['Conspiracy Thriller', 'Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",Italian
My Favorite Year,1982,7.3,"['Comedy', 'Drama']",English
Grease 2,1982,4.6,"['FeelGood Romance', 'Rock Musical', 'Teen Comedy', 'Teen Drama', 'Teen Romance', 'Comedy', 'Music', 'Musical', 'Romance']",English
Class Reunion,1982,4.6,"['Parody', 'Slapstick', 'Comedy', 'Horror']",English
Britannia Hospital,1982,6.2,"['Dark Comedy', 'Satire', 'Comedy', 'SciFi']",English
The Party 2,1982,6.2,"['Comedy', 'Drama', 'Family', 'Romance']","French, German"
Moonlighting,1982,7.3,"['Political Drama', 'Psychological Drama', 'Drama']","English, Polish"
Miracle,1982,7.9,['Drama'],"Filipino, Tagalog, English"
Batch '81,1982,7.3,['Drama'],"Tagalog, Filipino"
Bemisal,1982,6.9,"['Drama', 'Family']",Hindi
The Impossible Kid,1982,5.4,"['Action', 'Comedy']","English, Tagalog, Filipino"
Half Brothers,2020,6.1,"['Comedy', 'Drama']","English, Spanish"
Four Good Days,2020,6.6,['Drama'],English
Hard Luck Love Song,2020,5.3,"['Dark Romance', 'Romance', 'Thriller']",English
Mandibles,2020,6.6,"['Dark Comedy', 'Comedy', 'Fantasy']",French
A Christmas Carol,2020,5.3,"['Animation', 'Drama']",English
Girl Lost: A Hollywood Story,2020,5.3,"['Drama', 'Thriller']",English
Alien on Stage,2020,7.3,['Documentary'],English
The Doorman,2020,4.7,"['Action', 'Drama', 'Thriller']","English, French"
The Quarry,2020,5.5,"['Psychological Thriller', 'True Crime', 'Crime', 'Mystery', 'Thriller']",English
The Sinners,2020,4.2,"['Drama', 'Horror', 'Thriller']",English
Looks That Kill,2020,6.3,"['Comedy', 'Drama', 'Romance']",English
Chasing Mavericks,2012,7.1,"['Extreme Sport', 'Water Sport', 'Biography', 'Drama', 'Sport']",English
The Sapphires,2012,7.0,"['Biography', 'Comedy', 'Drama', 'Music', 'Romance']","English, Aboriginal, Vietnamese"
Road to Ninja - Naruto the Movie,2012,7.6,"['Adult Animation', 'Anime', 'Isekai', 'Shnen', 'Action', 'Adventure', 'Animation', 'Comedy', 'Fantasy']","English, Italian, French, German, Spanish, Portuguese, Hebrew, Hungarian, Japanese"
In Another Country,2012,6.4,['Drama'],"Korean, English, French"
The Citizen,2012,6.7,['Drama'],"English, Arabic"
Harry Dean Stanton: Partly Fiction,2012,7.4,"['Biography', 'Documentary']",English
Peter Brook: The Tightrope,2012,7.3,"['Documentary', 'Music']","French, English, Japanese, Spanish"
Beauty and the Beast,2017,7.1,"['Dark Fantasy', 'Fairy Tale', 'Adventure', 'Family', 'Fantasy', 'Musical', 'Romance']",English
Ferdinand,2017,6.7,"['Animal Adventure', 'Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family']","English, Spanish, German"
Papillon,2017,7.2,"['True Crime', 'Adventure', 'Biography', 'Crime', 'Drama']","English, Spanish"
Human Flow,2017,7.2,['Documentary'],English
Confidential Assignment,2017,6.7,"['Action', 'Comedy', 'Drama', 'Thriller']",Korean
The Dating Project,2017,6.2,['Documentary'],English
24 Frames,2017,6.8,['Drama'],English
Lore,2017,4.4,['Thriller'],English
Mrs. Hyde,2017,5.1,"['Comedy', 'Drama', 'SciFi']",French
Our Idiot Brother,2011,6.4,"['Comedy', 'Drama']",English
One Day,2011,7.0,"['Tragedy', 'Tragic Romance', 'Drama', 'Romance']",English
Headhunters,2011,7.5,"['Caper', 'Dark Comedy', 'Action', 'Crime', 'Thriller']","Norwegian, Danish, Russian, English"
Kill the Irishman,2011,7.0,"['True Crime', 'Biography', 'Crime', 'Drama']",English
We Have a Pope,2011,6.7,"['Satire', 'Comedy', 'Drama']","Italian, German, Latin, English, Spanish, Polish, French"
Thank You,2011,4.8,['Comedy'],"Hindi, Punjabi"
Farmageddon,2011,7.0,"['Food Documentary', 'News', 'Documentary']",English
Return to the Hiding Place,2013,5.0,"['Drama', 'History', 'Thriller', 'War']",English
All Together,2011,6.7,"['Comedy', 'Drama']","French, German"
The Ambassador,2011,7.2,['Documentary'],"Danish, English, French"
The Prey,2011,6.6,"['Action', 'Crime', 'Drama', 'Thriller']",French
Topaz,1969,6.2,"['Spy', 'Drama', 'Thriller']","English, Spanish, French, Russian"
Horror House,1969,4.7,"['Slasher Horror', 'Horror', 'Mystery', 'Thriller']",English
Model Shop,1969,6.6,"['Drama', 'Romance']",English
A Promise of Bed,1969,4.1,"['Comedy', 'Fantasy']",English
Alfred the Great,1969,6.2,"['Period Drama', 'Drama', 'History', 'War']",English
Django the Bastard,1969,6.1,"['Spaghetti Western', 'Action', 'Drama', 'Horror', 'Western']",Italian
The Minx,1969,4.5,['Drama'],English
The Appointment,1969,5.3,"['Psychological Drama', 'Drama', 'Romance']","English, Italian"
The Hang Up,1969,5.5,"['Crime', 'Drama', 'Romance']",English
Double Face,1969,5.8,"['Giallo', 'Crime', 'Horror', 'Thriller']",Italian
Three,1969,5.7,"['Drama', 'Romance']","English, Italian, French"
The File of the Golden Goose,1969,5.5,"['Action', 'Crime', 'Drama', 'Thriller']",English
Out of It,1969,6.0,"['Comedy', 'Drama']",English
Sudden Impact,1983,6.6,"['Action', 'Crime', 'Thriller']",English
Gorky Park,1983,6.7,"['Crime', 'Drama', 'Mystery', 'Thriller']",English
Private School,1983,5.3,"['Raunchy Comedy', 'Comedy', 'Romance']",English
Eddie and the Cruisers,1983,6.9,"['Drama', 'Music', 'Mystery']",English
Table for Five,1983,6.1,"['Drama', 'Romance']",English
The Lonely Lady,1983,3.1,['Drama'],English
First Desires,1983,4.5,"['Drama', 'Romance']","German, French"
First Name: Carmen,1983,6.3,"['Crime', 'Drama', 'Music', 'Romance']",French
La casa de las mujeres perdidas,1983,4.7,['Drama'],Spanish
Beauty in Rope Hell,1983,5.7,"['Drama', 'Horror']",Japanese
Daffy Duck's Movie: Fantastic Island,1983,7.0,"['Animation', 'Comedy', 'Family']",English
The Philadelphia Experiment,1984,6.1,"['Time Travel', 'Adventure', 'Drama', 'Romance', 'SciFi', 'Thriller']",English
The Hotel New Hampshire,1984,5.9,"['Dark Comedy', 'Farce', 'Comedy', 'Drama']",English
Making the Grade,1984,5.6,"['Comedy', 'Romance']",English
Cloak & Dagger,1984,6.6,"['Action', 'Adventure', 'Crime', 'Family', 'Mystery', 'Thriller']","English, Russian"
Emmanuelle IV,1984,3.4,"['Steamy Romance', 'Drama', 'Romance']",French
The Sexual Story of O,1984,4.2,['Romance'],Spanish
Disconnected,1984,4.5,"['Slasher Horror', 'Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",English
John Wick: Chapter 3 - Parabellum,2019,7.4,"['Gun Fu', 'OnePerson Army Action', 'Action', 'Crime', 'Thriller']","English, Russian, Japanese, Indonesian, Mandarin, Italian, Arabic, Latin"
Maleficent: Mistress of Evil,2019,6.6,"['Dark Fantasy', 'Fairy Tale', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Romance']",English
Ad Astra,2019,6.5,"['SciFi Epic', 'Space SciFi', 'Adventure', 'Drama', 'Mystery', 'SciFi', 'Thriller']","English, Norwegian"
Happy Death Day 2U,2019,6.2,"['Slasher Horror', 'Teen Horror', 'Comedy', 'Horror', 'Mystery', 'SciFi', 'Thriller']","English, French"
Countdown,2019,5.4,"['Cyber Thriller', 'Teen Horror', 'Horror', 'Thriller']","English, Latin"
Miss Bala,2019,5.8,"['Drug Crime', 'Action', 'Crime', 'Drama', 'Thriller']","English, Spanish"
The Least of These: The Graham Staines Story,2019,5.8,['Drama'],English
For Sama,2019,8.5,"['Military Documentary', 'Biography', 'Documentary', 'War']","Arabic, English"
Moonlight Sonata: Deafness in Three Movements,2019,7.3,['Documentary'],English
De-Lovely,2004,6.6,"['Jukebox Musical', 'Biography', 'Drama', 'Music', 'Musical']","English, French, Italian"
Clifford's Really Big Movie,2004,5.4,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",English
Elvis Gratton 3: Le retour d'Elvis Wong,2004,4.8,"['Satire', 'Comedy', 'Music']",French
A Home at the End of the World,2004,6.6,"['Drama', 'Romance']",English
Up and Down,2004,7.0,"['Satire', 'Comedy', 'Drama']","Czech, English, German, Russian"
Somersault,2004,6.7,"['Drama', 'Romance']",English
Melancholian 3 huonetta,2004,7.1,"['Documentary', 'War']","Russian, Arabic, Chechen"
Santa santita,2004,6.4,['Drama'],"Filipino, Tagalog"
The Parent Trap,1961,7.2,"['Comedy', 'Family', 'Romance']",English
Greyfriars Bobby: The True Story of a Dog,1961,7.2,"['Drama', 'Family']",English
Gunga Jumna,1961,7.4,"['Action', 'Adventure', 'Drama', 'Musical', 'Romance']","Hindi, Awadhi"
Striped Trip,1961,7.3,"['Adventure', 'Comedy', 'Family']",Russian
Why Bother to Knock,1961,5.1,['Comedy'],"English, Italian, German, Spanish, French"
Ring of Terror,1961,1.9,"['Drama', 'Horror']",English
What a Whopper,1961,5.2,['Comedy'],English
"The Sky Above, the Mud Below",1961,7.1,['Documentary'],French
Dark Journey,1961,6.4,['Drama'],French
Thou Shalt Not Kill,1961,7.7,"['Drama', 'War']","French, SerboCroatian, German"
P.S. I Love You,2007,7.0,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']",English
Waitress,2007,7.0,"['Comedy', 'Drama', 'Romance']",English
Walk Hard: The Dewey Cox Story,2007,6.8,"['Parody', 'Satire', 'Comedy', 'Music']",English
La Vie En Rose,2007,7.5,"['Docudrama', 'Period Drama', 'Biography', 'Drama', 'Music', 'Romance']","French, English"
Pride,2007,6.3,"['Water Sport', 'Drama', 'Sport']",English
Feel the Noise,2007,3.0,"['Drama', 'Music']","English, Spanish"
The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,"['Costume Drama', 'Epic', 'Period Drama', 'True Crime', 'Western Epic', 'Biography', 'Crime', 'Drama', 'History', 'Western']","English, Danish"
Om Shanti Om,2007,6.8,"['Parody', 'Action', 'Comedy', 'Drama', 'Fantasy', 'Musical', 'Romance', 'Thriller']","Hindi, Urdu"
Girls Rock!,2007,6.8,"['Documentary', 'Music']",English
Just Another Love Story,2007,7.1,"['Crime', 'Drama', 'Thriller']",Danish
Amexicano,2007,6.9,['Drama'],"English, Spanish"
Spiral,2007,6.3,"['Drama', 'Thriller']",English
Altered States,1980,6.9,"['Body Horror', 'Psychological Horror', 'Horror', 'SciFi', 'Thriller']","English, Spanish"
The Hunter,1980,6.2,"['Dark Comedy', 'Action', 'Biography', 'Comedy', 'Crime', 'Drama', 'Thriller']",English
The Hollywood Knights,1980,6.2,['Comedy'],English
Serial,1980,6.5,"['Satire', 'Comedy']",English
Fatso,1980,6.2,"['Comedy', 'Drama', 'Romance']","English, Italian"
The Last Metro,1980,7.3,"['Political Drama', 'Workplace Drama', 'Drama', 'Romance', 'War']","French, German, Italian"
North Sea Hijack,1980,6.3,"['Dark Comedy', 'Action', 'Adventure', 'Thriller']",English
Gregory's Girl,1980,7.1,"['Comedy', 'Drama', 'Romance']","English, Italian"
The Long Good Friday,1980,7.5,"['Dark Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']","English, French"
Humanoids from the Deep,1980,5.7,"['Monster Horror', 'Horror', 'SciFi']",English
The True Story of the Nun of Monza,1980,4.8,['Drama'],Italian
The Happy Hooker Goes Hollywood,1980,3.9,['Comedy'],English
Qurbani,1980,7.1,"['Action', 'Crime', 'Drama', 'Thriller']",Hindi
Seytanin Kölesi,1980,4.3,"['Comedy', 'Romance']",Turkish
Wicked,2024,7.9,"['Fairy Tale', 'Pop Musical', 'Fantasy', 'Musical', 'Romance']",English
Dune: Part Two,2024,8.5,"['Action Epic', 'Desert Adventure', 'Epic', 'SciFi Epic', 'Space SciFi', 'Action', 'Adventure', 'Drama', 'SciFi']",English
Back to Black,2024,6.3,"['Docudrama', 'Biography', 'Drama', 'Music']",English
Sam and Colby: The Legends of the Paranormal,2024,4.5,"['Adventure Epic', 'Desert Adventure', 'Monster Horror', 'Psychological Horror', 'Supernatural Horror', 'Suspense Mystery', 'Adventure', 'Documentary', 'Horror', 'Mystery']",English
You Gotta Believe,2024,5.4,"['Baseball', 'Family', 'Sport']",English
Ghost Cat Anzu,2024,6.6,"['Animal Adventure', 'Anime', 'Animation', 'Drama', 'Family', 'Fantasy']","Japanese, French"
